求人番号,求人タイトル,勤務先名,勤務地,雇用形態,キャンペーン名,ステータス,表示回数,クリック数,クリック率,平均クリック単価,費用,応募数,アクション数,応募率,応募単価
8329-0891-0a2b,20代活躍/寮社宅負担/電費/動力性能戦略資料の作成/プライム上場テクノプロG／研修制度充実/TPdesB,非公開,福岡県,正社員,designBD,公開中,0,0,0.0%,￥0,￥0,0,0,0.0%,￥0
8329-0891-0a2d,20代活躍/寮社宅負担/電気電子（ASIC・デジタルLSIの上流）エンジニア/プライム上場テクノプロG／リモート可/TPdesB,非公開,福岡県,正社員,designBD,公開中,0,0,0.0%,￥0,￥0,0,0,0.0%,￥0
8329-0891-0a2f,20代活躍/寮社宅負担/製造装置の部品EOL対応/業界不問／プライム上場G/TPdesB,非公開,福岡県,正社員,designBD,公開中,0,0,0.0%,￥0,￥0,0,0,0.0%,￥0
8329-0891-0a2g,20代活躍/寮社宅負担/人体傷害評価技術開発（CAE）/業界経験不問／電気自動車（EV）開発PJ/TPdesB,非公開,福岡県,正社員,designBD,公開中,1,0,0.0%,￥0,￥0,0,0,0.0%,￥0
8329-0891-0a2i,20代活躍/寮社宅負担/車載用バッテリー及び電池ユニットの開発業務／WEB面接／東証プライム上場G/TPdesB,非公開,福岡県,正社員,designBD,公開中,0,0,0.0%,￥0,￥0,0,0,0.0%,￥0
8329-0891-0a2j,20代活躍/寮社宅負担/車載通信制御の品質検討（CAN・Ethernet）/業界不問／EV開発PJ/TPdesB,非公開,福岡県,正社員,designBD,公開中,0,0,0.0%,￥0,￥0,0,0,0.0%,￥0
8329-0891-0a2k,"20代活躍/寮社宅負担/車載モータ制御ユニットの回路設計PL/PM ※福利厚生/年休123日/TPdesB",非公開,福岡県,正社員,designBD,公開中,0,0,0.0%,￥0,￥0,0,0,0.0%,￥0
8329-0891-0a2l,20代活躍/寮社宅負担/車の開発設計＜未経験可＞/正社員／フォロー環境充実でスキルが身につく／Web面接可/TPdesB,非公開,福岡県,正社員,designBD,公開中,0,0,0.0%,￥0,￥0,0,0,0.0%,￥0
8329-0891-0a2n,20代活躍/寮社宅負担/自動車メーカーにおける車両設計_電装研究/東証プライム上場G／残業月20H／年休122日/TPdesB,非公開,福岡県,正社員,designBD,公開中,0,0,0.0%,￥0,￥0,0,0,0.0%,￥0
8329-0891-0a2p,20代活躍/寮社宅負担/自動車メーカーにおける車両設計_機械/東証プライム上場G／残業月20H／年休122日/TPdesB,非公開,福岡県,正社員,designBD,公開中,1,0,0.0%,￥0,￥0,0,0,0.0%,￥0
8329-0891-0a2q,20代活躍/寮社宅負担/自動車メーカーにおける車両設計_ソフト管理/東証プライム上場G／WEB面接／年休122日/TPdesB,非公開,福岡県,正社員,designBD,公開中,0,0,0.0%,￥0,￥0,0,0,0.0%,￥0
8329-0891-0a2u,20代活躍/寮社宅負担/自動車メーカーにおけるSDV開発／東証プライム上場G／研修充実／WEB面接／年休122日/TPdesB,非公開,福岡県,正社員,designBD,公開中,0,0,0.0%,￥0,￥0,0,0,0.0%,￥0
8329-0891-0a2x,20代活躍/寮社宅負担/自動車に関する品質管理／WEB面接／東証プライム上場G/TPdesB,非公開,福岡県,正社員,designBD,公開中,0,0,0.0%,￥0,￥0,0,0,0.0%,￥0
8329-0891-0a2y,20代活躍/寮社宅負担/自動車に関する車両設計/東証プライム上場G／WEB面接／年休122日/TPdesB,非公開,福岡県,正社員,designBD,公開中,1,0,0.0%,￥0,￥0,0,0,0.0%,￥0
